fuel_type,gearbox,mileage,model,name,place,price,seller_type,users_data,year
Benzyna,Manualna,80 000 km,Honda,Honda Civic 1.5 T Prestige (Navi),Wrocław (Dolnośląskie),69 900,Prywatny sprzedawca,"1 498 cm3 • 182 KM • 2017, 1.5 VTEC, 182 KM, PL Salon, Bezwypadkowa, 1 Właściciel, ZAMIANA",2017
Benzyna,Manualna,112 000 km,Honda,Honda Civic 2.0 T Type-R GT,Kłodzko (Dolnośląskie),125 000,Prywatny sprzedawca,"1 996 cm3 • 320 KM • Salon polska, pierwszy właściciel, zadbany, bezwypadkowy",2017
Benzyna,Automatyczna,175 800 km,Honda,Honda CR-V 2.0 Executive NAVI,Czarna (Mazowieckie),42 980,Prywatny sprzedawca,1 997 cm3 • 150 KM • 2.0 VTEC Automat + NAVI + skóra + 4WD ..Polecam !,2008
Elektryczny,Automatyczna,1 km,Hongqi,Hongqi E-HS9,Warszawa (Mazowieckie),445 900,,551 KM • HONGQI E-HS9 President 99 kWh 6 miejsc,2023
Elektryczny,Automatyczna,1 km,Hongqi,Hongqi E-HS9,Warszawa (Mazowieckie),395 900,,551 KM • HONGQI E-HS9 Executive 99 kWh 7 miejsc,2023
Elektryczny,Automatyczna,1 km,Hongqi,Hongqi E-HS9,Warszawa (Mazowieckie),344 900,,435 KM • HONGQI E-HS9 Business 84 kWh 7 miejsc,2023
Benzyna,Automatyczna,120 000 km,Hummer,Hummer H2 6.2 V8 Luxury,Tychy (Śląskie),85 000,Prywatny sprzedawca,6 162 cm3 • 398 KM • HUMMER H2 poliftowy 6.2,2009
Benzyna,Automatyczna,141 000 km,Hummer,Hummer H3,Łódź (Łódzkie),43 000,Prywatny sprzedawca,3 653 cm3 • 245 KM • Pierwszy właściciel w Polsce stan bdb,2007
Benzyna,Automatyczna,228 000 km,Hummer,Hummer H3,Jarosław (Podkarpackie),57 000,Prywatny sprzedawca,3 500 cm3 • 220 KM • Hummer H3 100% Oryginał ! Bezwypadkowy !,2006
Benzyna,Automatyczna,116 000 km,Hummer,Hummer H3 Adventure,Kraków (Małopolskie),73 431,Prywatny sprzedawca,"3 653 cm3 • 245 KM • Hummer H3 2007, 3.7 benzyna, faktura VAT23%",2007
Benzyna,Automatyczna,299 000 km,Hummer,Hummer H2 6.2 V8 Luxury,Bełchatów (Łódzkie),129 000,Prywatny sprzedawca,6 162 cm3 • 398 KM • Hummer z Florydy,2009
Benzyna+LPG,Automatyczna,196 557 km,Hummer,Hummer H3,Police (Zachodniopomorskie),54 900,Prywatny sprzedawca,3 500 cm3 • 220 KM • Hummer H3,2006
Benzyna+LPG,Automatyczna,212 000 km,Hummer,Hummer H2 6.0 V8,Będzin (Śląskie),110 000,Prywatny sprzedawca,5 967 cm3 • 325 KM • Stan Bardzo Dobry,2005
Diesel,Automatyczna,30 000 km,Hummer,Hummer H1,Kobylnica (Pomorskie),79 999,Prywatny sprzedawca,6 200 cm3 • 200 KM • Am General Hummer 5000 mil 1993,1993
Diesel,Automatyczna,120 000 km,Hummer,Hummer H1,Białystok (Podlaskie),449 000,Prywatny sprzedawca,6 500 cm3 • 195 KM • Hummer H1 stan kolekcjonerski,1997
Benzyna,Automatyczna,219 000 km,Hummer,Hummer H2 6.0 V8,Bytom (Śląskie),99 000,Prywatny sprzedawca,"5 967 cm3 • 325 KM • Hummer H2 zarejestrowany kat B hak 3,5t sprawny, z Calofornii",2003
Benzyna,Automatyczna,302 100 km,Hummer,Hummer H2 6.0 V8,Myszków (Śląskie),249 999,Prywatny sprzedawca,5 967 cm3 • 325 KM • 2003 Custom Stage 1 Wilwood,2003
Benzyna+LPG,Automatyczna,221 304 km,Hummer,Hummer H2 6.0 V8,Gubin (Lubuskie),95 500,,5 967 cm3 • 325 KM • pickup LPG,2005
Diesel,Automatyczna,1 158 km,Hummer,Hummer H1,Szczecin (Zachodniopomorskie),270 000,Prywatny sprzedawca,6 499 cm3 • 197 KM • hmmwv humvee mozliwa zamiana,1988
Diesel,Automatyczna,2 700 km,Hummer,Hummer H1,Poznań (Wielkopolskie),59 000,Prywatny sprzedawca,6 200 cm3 • 200 KM • 1992 Humvee H1 - M1097 - Bardzo dobry stan,1992
Benzyna+LPG,Automatyczna,229 000 km,Hummer,Hummer H2 6.0 V8,Kozia Wola (Świętokrzyskie),130 900,Prywatny sprzedawca,5 967 cm3 • 325 KM,2007
Benzyna,Automatyczna,197 000 km,Hummer,Hummer H3 Adventure,Gręzów (Mazowieckie),38 500,,3 653 cm3 • 245 KM • benzyna. automat w Polsce Faktura VAT,2009
Benzyna+LPG,Automatyczna,197 000 km,Hummer,Hummer H2 6.0 V8,Gręzów (Mazowieckie),79 700,,"5 967 cm3 • 325 KM • Zarejestrowany, ubezpieczony Gaz, HAK, kategoria B, Faktura VAT",2005
Diesel,Automatyczna,42 500 km,Hummer,Hummer H1,Węgrzce (Małopolskie),570 000,,6 500 cm3 • 195 KM • Hummer H1. 6.5 Turbo Diesel. Oryginalny cywilny! Stan Kolekcjonerski.,1997
Benzyna,Automatyczna,156 000 km,Hummer,Hummer H2 6.0 V8,Łodygowice (Śląskie),105 000,Prywatny sprzedawca,5 967 cm3 • 325 KM • HUMMER H2 Wersja 6 osobowa,2006
Diesel,Automatyczna,1 616 km,Hummer,Hummer H1,Poznań (Wielkopolskie),99 000,Prywatny sprzedawca,6 500 cm3 • 200 KM • 2011 Humvee M1123 - Idealny tylko 1010 MIL !!!,2011
Benzyna,Automatyczna,126 000 km,Hummer,Hummer H2 6.0 V8,Tarnów (Małopolskie),79 900,Prywatny sprzedawca,5 967 cm3 • 325 KM • Hummer H2 6.0 V8 Kat B,2003
Benzyna,Automatyczna,96 900 km,Hummer,Hummer H2,Gdów (Małopolskie),139 999,,5 967 cm3 • 329 KM • Unikat stan kolekcjonerski full opcja Bosse v8,2006
Benzyna,Automatyczna,220 000 km,Hummer,Hummer H2 6.2 V8 Luxury,Ostrów Wielkopolski (Wielkopolskie),159 900,Prywatny sprzedawca,6 162 cm3 • 398 KM • 6.2 Benz 398KM Salon Polska KAT B !!! Od nowości w PL na zamówienie,2008
Benzyna,Automatyczna,105 000 km,Hummer,Hummer H2 6.0 V8,Grudziądz (Kujawsko-pomorskie),165 000,Prywatny sprzedawca,5 967 cm3 • 325 KM • 6.0 V8 Kate B Bezwypadkowy Super Stan,2003
Elektryczny,Automatyczna,110 km,Hummer,Hummer Inny,Częstochowa (Śląskie),854 850,Prywatny sprzedawca,"1 014 KM • EV Pickup Edition 1, Fabrycznie Nowy, FV Vat 23%",2023
Benzyna+LPG,Automatyczna,160 000 km,Hummer,Hummer H2 6.2 V8 Luxury,Białystok (Podlaskie),87 900,,6 162 cm3 • 398 KM • 530 KM !! Pelna opcja !! 4x4 !! 6 osobowy !! Lpg !!,2005
Benzyna+LPG,Automatyczna,187 000 km,Hummer,Hummer H3 Adventure,Prabuty (Pomorskie),77 900,Prywatny sprzedawca,3 653 cm3 • 245 KM • Bezwypadkowy,2007
Benzyna+LPG,Automatyczna,200 000 km,Hummer,Hummer H3,Grodzisk Mazowiecki (Mazowieckie),34 900,Prywatny sprzedawca,3 500 cm3 • 220 KM • Hummer H3 zabezpieczony antykorozyjnie,2006
Benzyna,Automatyczna,240 000 km,Hummer,Hummer H2 6.0 V8,Bydgoszcz (Kujawsko-pomorskie),99 900,,5 967 cm3 • 325 KM • 6.0 V8 325KM Automat 4x4 2007r,2007
Benzyna,Automatyczna,199 000 km,Hummer,Hummer H2,Sędziszów (Świętokrzyskie),139 000,Prywatny sprzedawca,5 967 cm3 • 329 KM • CAMO - piękny - bezwypadkowy,2007
Benzyna,Automatyczna,124 054 km,Hummer,Hummer H3,Katowice (Śląskie),74 500,Prywatny sprzedawca,3 500 cm3 • 220 KM • Hummer H3 wersja GCC,2006
Benzyna,Automatyczna,233 000 km,Hummer,Hummer H3 Alpha,Warszawa (Mazowieckie),95 000,Prywatny sprzedawca,5 328 cm3 • 305 KM • Hummer H3 Alpha V8,2008
Benzyna+LPG,Manualna,218 300 km,Hyundai,Hyundai Tucson 2.0 Comfort 2WD,Tomaszów Mazowiecki (Łódzkie),18 800,Prywatny sprzedawca,1 975 cm3 • 141 KM • Hyundai Tucson z nową instalacja gazowa,2006
Benzyna,Manualna,63 015 km,Hyundai,Hyundai i10 1.0 BlueDrive Go,Sochaczew (Mazowieckie),26 900,Prywatny sprzedawca,998 cm3 • 66 KM • Salon Polska Bogate wyposażenie niski przebieg,2013
Diesel,Manualna,200 000 km,Hyundai,Hyundai Tucson 2.0 CRDI BlueDrive Comfort 2WD,Płock (Mazowieckie),57 900,Prywatny sprzedawca,"1 995 cm3 • 136 KM • Faktura Vat,kamera cofania,podgrzewane fotele,podgrzbogate wyposażenie",2016
Diesel,Automatyczna,272 000 km,Hyundai,Hyundai Veracruz,Poznań (Wielkopolskie),39 000,Prywatny sprzedawca,2 959 cm3 • 239 KM • Hyundai ix55 veracruz 7 osobowy automat 4x4 biały skóra 3.0 diesel,2010
Benzyna,Automatyczna,209 900 km,Hyundai,Hyundai Santa Fe,Nowy Targ (Małopolskie),35 500,Prywatny sprzedawca,1 998 cm3 • 264 KM • Santa fe bogata wersja,2014
Benzyna+LPG,Manualna,165 884 km,Hyundai,Hyundai i20 1.2 Classic Plus,Libiąż (Małopolskie),46 800,Prywatny sprzedawca,1 248 cm3 • 84 KM • Polski salon. Stan bardzo dobry.,2020
Benzyna,Manualna,159 800 km,Hyundai,Hyundai ix35 1.6 GDI Style 2WD,Mszana (Śląskie),36 900,Prywatny sprzedawca,1 591 cm3 • 135 KM • 1.6 GDI 135km Zadbany Nowe Opony Zimowe,2012
Benzyna,Automatyczna,119 872 km,Hyundai,Hyundai Tucson,Poznań (Wielkopolskie),89 700,,1 591 cm3 • 176 KM • Super Egzemplarz! SalonPL! 4WD! Automat Kamera Android,2019
Diesel,Automatyczna,245 250 km,Hyundai,Hyundai i40 1.7 CRDi Premium DCT,Malbork (Pomorskie),39 500,Prywatny sprzedawca,1 685 cm3 • 141 KM • Hyundai i40 bogata wersja,2015
Diesel,Manualna,216 641 km,Hyundai,Hyundai Tucson blue 1.7 CRDi 2WD Style,Piła (Wielkopolskie),55 500,Prywatny sprzedawca,1 685 cm3 • 116 KM • HYUNDAI_Navi_Kamera_Led_Bogata Opcja,2017
Diesel,Automatyczna,166 250 km,Hyundai,Hyundai Tucson 1.6 CRDi Premium 2WD DCT,Kołaczkowo (Kujawsko-pomorskie),74 900,Prywatny sprzedawca,1 598 cm3 • 136 KM • *CRDI* Premium * Bezwypadkowy *,2019
Diesel,Automatyczna,149 000 km,Hyundai,Hyundai Santa Fe 2.0 CRDi Platinum 4WD,Oleśnica (Dolnośląskie),112 000,Prywatny sprzedawca,1 995 cm3 • 185 KM • PLATINUM; POLSKI Salon; Panorama; Skóra; hak; 2xkpl kół; VAT 23%,2018
Diesel,Manualna,162 000 km,Hyundai,Hyundai Tucson,Niepołomice (Małopolskie),66 000,Prywatny sprzedawca,1 995 cm3 • 136 KM • PIerwszy Własciciel - Salon POLSKA,2016
Benzyna,Manualna,31 270 km,Hyundai,Hyundai i20 1.2 Comfort,Olsztyn (Warmińsko-mazurskie),50 500,Prywatny sprzedawca,1 197 cm3 • 84 KM • Hyundai i20 1.2 Comfort 2020 niski przebieg nowy akumulator polski sal,2020
Benzyna,Manualna,34 521 km,Hyundai,Hyundai Kona 1.0 T-GDI EDITION 30+,Bielawa (Dolnośląskie),69 900,Prywatny sprzedawca,"998 cm3 • 120 KM • Limitowana Edycja , Full Opcja , Virtual Cockpit , Full LED , Navi",2021
Diesel,Manualna,103 878 km,Hyundai,Hyundai Tucson blue 1.6 CRDi 2WD Style,Ostrowiec Świętokrzyski (Świętokrzyskie),59 900,Prywatny sprzedawca,1 598 cm3 • 116 KM • 1.6 Crdi Navi Kamera Niski Przebieg Serwisowany,2019
Benzyna,Automatyczna,70 000 km,Hyundai,Hyundai Tucson 1.6 GDi 2WD DCT Premium,Ostrów Mazowiecka (Mazowieckie),77 900,Prywatny sprzedawca,1 591 cm3 • 177 KM • 1.6T(177PS) panorama TABLET kamera XENON navi Ledy PDC z Niemiec!LIFT,2018
Diesel,Automatyczna,245 000 km,Hyundai,Hyundai i40 1.7 CRDi Comfort,Chrzanów (Małopolskie),28 900,Prywatny sprzedawca,1 685 cm3 • 136 KM • 1.7CRDi Automat Super Stan Zadbany Ledy Zamiana,2014
Diesel,Manualna,269 000 km,Hyundai,Hyundai ix35 2.0 CRDi Premium,Łopienno (Wielkopolskie),36 900,Prywatny sprzedawca,"1 995 cm3 • 136 KM • Witam, sprzedam samochód Hyundai IX35 2.0 CRDi 4WD z 2012 roku.",2012
Benzyna+LPG,Manualna,172 000 km,Hyundai,Hyundai I30,Kraków (Małopolskie),17 500,Prywatny sprzedawca,1 396 cm3 • 109 KM • Hyundai Hatchback I30,2010
Diesel,Automatyczna,137 000 km,Hyundai,Hyundai Tucson 1.6 CRDi 48V-Hybrid 2WD DCT Select,Ostrzeszów (Wielkopolskie),72 570,Prywatny sprzedawca,"1 598 cm3 • 136 KM • Bezwypadkowy, Nowy rozrząd, Faktura VAT, 59 tyś netto,",2020
Benzyna,Manualna,5 km,Hyundai,Hyundai I30 1.0 T-GDI Smart,Gdańsk (Pomorskie),95 400,,998 cm3 • 100 KM • Hatchback/ Światła LED / Czujniki przód tył / Kamera / Hyundai Margo,2024
Benzyna,Manualna,58 000 km,Hyundai,Hyundai ix35 1.6 GDI Classic 2WD,Gostyń (Wielkopolskie),39 700,Prywatny sprzedawca,1 591 cm3 • 135 KM,2013
Benzyna,Manualna,75 100 km,Hyundai,Hyundai Tucson 1.6 GDI BlueDrive Comfort 2WD,Bydgoszcz (Kujawsko-pomorskie),67 900,Prywatny sprzedawca,1 591 cm3 • 132 KM • Hyundai Tucson,2016
Benzyna,Manualna,106 420 km,Hyundai,Hyundai I30 1.4 Style,Spalice (Dolnośląskie),34 999,Prywatny sprzedawca,1 396 cm3 • 99 KM • 1.4 benzyna Opłacony FILM Serwis do konca,2014
Diesel,Automatyczna,276 000 km,Hyundai,Hyundai i40,Strumień (Śląskie),39 900,Prywatny sprzedawca,1 685 cm3 • 136 KM • Polski salon. Serwis ASO. Bezwypadkowy. Automat. Euro6.,2017
Benzyna,Automatyczna,65 000 km,Hyundai,Hyundai I30 1.6 Premium,Chełmno (Kujawsko-pomorskie),42 900,,"1 591 cm3 • 120 KM • 1.6 120KM automat, kamera cofania, 2xczujniki, tempomat, serwis",2014
Benzyna,Manualna,14 000 km,Hyundai,Hyundai i30 N Fastback 2.0 T-GDI Performance,Zator (Małopolskie),132 900,Prywatny sprzedawca,1 998 cm3 • 280 KM • 2.0 T-GDI 280ps Panorama FastBack,2023
Benzyna,Manualna,76 824 km,Hyundai,Hyundai i20 1.2 Classic Plus,Gdańsk (Pomorskie),51 900,,1 197 cm3 • 84 KM • FV23% / Klima / Czujniki tył / Tempomat / Hyundai Margo,2021
Benzyna,Manualna,43 229 km,Hyundai,Hyundai i20 1.2 Classic +,Siedlce (Mazowieckie),17 900,Prywatny sprzedawca,1 248 cm3 • 78 KM • salon polska niski przebieg serwisowany,2011
Benzyna+LPG,Manualna,243 000 km,Hyundai,Hyundai I30 1.4 Base,Rzeszotary (Małopolskie),9 900,Prywatny sprzedawca,1 396 cm3 • 109 KM • Hyundai i30 1.4 + LPG 109 KM z klimatyzacją,2009
Benzyna,Automatyczna,1 km,Hyundai,Hyundai Tucson,Chorzów (Śląskie),142 715,,1 598 cm3 • 160 KM • 1.6 T-GDi Smart 2WD DCT 160KM |Pakiet LED2|,2024
Benzyna,Automatyczna,1 km,Ineos,Ineos Grenadier,Warszawa (Mazowieckie),417 600,,"2 999 cm3 • 280 KM • Ineos Grendier Fieldmaster BMW Turbo Benzyna, Salon Białystok",2023
Diesel,Automatyczna,5 km,Ineos,Ineos Grenadier,Długołęka (Dolnośląskie),402 016,,3 000 cm3 • 249 KM • INEOS Grenadier Utility Wagon 2 miejscowy diesel,2023
Benzyna,Automatyczna,15 000 km,Ineos,Ineos Grenadier,Długołęka (Dolnośląskie),380 700,,3 000 cm3 • 286 KM • INEOS Grenadier Trialmaster demo,2023
Diesel,Automatyczna,5 248 km,Ineos,Ineos Quartermaster,Długołęka (Dolnośląskie),489 000,,2 993 cm3 • 249 KM • INEOS Grenadier Quartermaster Demo,2024
Diesel,Automatyczna,1 km,Ineos,Ineos Grenadier,Warszawa (Mazowieckie),349 999,,"2 999 cm3 • 250 KM • Ineos Grenadier Ciężarowy N1 5-osobowy, Diesel BMW 3.0l, Salon W-wa",2023
Benzyna,Automatyczna,5 km,Ineos,Ineos Grenadier,Długołęka (Dolnośląskie),416 761,,3 000 cm3 • 286 KM • INEOS Grenadier Fieldmaster,2023
Benzyna,Automatyczna,1 000 km,Ineos,Ineos Grenadier,Warszawa (Mazowieckie),349 000,,"2 999 cm3 • 280 KM • Ineos Grenadier Trialmaster, BMW turbo, Benzyna, Auto DEMO W-wa",2023
Benzyna,Automatyczna,28 000 km,Infiniti,Infiniti Q50 Q50S 3.0t Sport,Łęki Dolne (Podkarpackie),115 000,Prywatny sprzedawca,"2 997 cm3 • 405 KM • Sliczne infiniti q50,niski przebieg",2018
Diesel,Automatyczna,140 000 km,Infiniti,Infiniti QX50 3.0d AWD GT Premium,Zielona Góra (Lubuskie),32 900,Prywatny sprzedawca,2 993 cm3 • 238 KM,2014
Benzyna,Automatyczna,173 000 km,Infiniti,Infiniti FX FX50 AWD S Premium,Białystok (Podlaskie),77 777,Prywatny sprzedawca,5 026 cm3 • 390 KM • 50 AWD S Premium prywatnie,2012
Diesel,Automatyczna,85 000 km,Infiniti,Infiniti Q30 1.5d Luxe 7DCT,Myszków (Śląskie),73 900,Prywatny sprzedawca,"1 461 cm3 • 109 KM • Piękny samochód INFINITI Q30 1,5 DIESEL przebieg 85tyś km",2018
Diesel,Automatyczna,270 000 km,Infiniti,Infiniti FX,Gniew (Pomorskie),36 900,Prywatny sprzedawca,2 993 cm3 • 238 KM • INFINITI FX30d S Premium 3.0 L V6 AWD 7AT 5DR,2010
Benzyna+LPG,Automatyczna,195 000 km,Infiniti,Infiniti FX FX50 S Premium,Szprotawa (Lubuskie),59 900,Prywatny sprzedawca,"5 026 cm3 • 390 KM • FX50 wersja Europa kultowy samochód, sportowy, komfortowy, terenowy",2011
Diesel,Automatyczna,143 550 km,Infiniti,Infiniti FX FX30d S,Mierzyn (Zachodniopomorskie),76 000,Prywatny sprzedawca,"2 993 cm3 • 238 KM • INFINITI FX 30d S, Cena brutto, zawiera 23% VAT",2013
Diesel,Automatyczna,127 000 km,Infiniti,Infiniti QX,Łódź (Łódzkie),77 900,Prywatny sprzedawca,2 143 cm3 • 170 KM • Salon Pl Full kamery360 panorama wabasto,2017
Benzyna,Automatyczna,114 150 km,Infiniti,Infiniti Q50 2.0t Sport,Warszawa (Mazowieckie),84 000,Prywatny sprzedawca,1 991 cm3 • 211 KM • - 1. użytkownik - faktura VAT 23% - stan doskonały,2018
Diesel,Automatyczna,133 000 km,Infiniti,Infiniti Q70 2.2d,Kraków (Małopolskie),80 000,Prywatny sprzedawca,"2 143 cm3 • 170 KM • INFINITI Q70S 2,2 Diesel Salon Polska Pełna faktura Vat. Perełka",2016
Benzyna,Automatyczna,76 000 km,Infiniti,Infiniti Q50 2.0t Sport,Warszawa (Mazowieckie),99 999,Prywatny sprzedawca,"1 991 cm3 • 211 KM • Pierwszy użytkownik, mały przebieg, bezwypadkowy, stan bardzo dobry",2018
Benzyna,Automatyczna,58 000 km,Infiniti,Infiniti QX50,Łódź (Łódzkie),75 900,Prywatny sprzedawca,"3 696 cm3 • 326 KM • Super stan, niski przebieg",2016
Benzyna+LPG,Automatyczna,285 000 km,Infiniti,Infiniti FX FX50 S Premium,Tarnów (Małopolskie),65 000,Prywatny sprzedawca,5 026 cm3 • 390 KM • Infiniti FX50S QX70 5.0 V8 390km,2009
Benzyna,Automatyczna,138 909 km,Infiniti,Infiniti FX FX50 S,Stalowa Wola (Podkarpackie),79 999,Prywatny sprzedawca,5 026 cm3 • 390 KM • INFINITI FX50S _AWD_ salon PL_ksiązka serwisowa,2009
Benzyna+LPG,Automatyczna,170 000 km,Infiniti,Infiniti FX FX37 AWD S,Rekowo Górne (Pomorskie),73 900,Prywatny sprzedawca,3 696 cm3 • 320 KM • Infiniti FX37 AWD-automat (7biegów),2013
Benzyna,Automatyczna,137 700 km,Infiniti,Infiniti FX FX50 S,Częstochowa (Śląskie),77 000,Prywatny sprzedawca,"5 026 cm3 • 390 KM • FX50S, serwisowany, mały przebieg, jeżdżony głównie do kościoła.",2010
Diesel,Automatyczna,83 000 km,Infiniti,Infiniti Q70 2.2d Sport,Kraków (Małopolskie),73 500,Prywatny sprzedawca,2 143 cm3 • 170 KM • Infiniti Q70s niski przebieg,2017
Benzyna,Manualna,58 000 km,Infiniti,Infiniti Q30,Kraśnik (Lubelskie),16 000,Prywatny sprzedawca,"1 595 cm3 • 156 KM • Auto stan idealny,pierwszy właściciel",2017
Benzyna,Automatyczna,253 000 km,Infiniti,Infiniti FX FX35,Nowy Tomyśl (Wielkopolskie),26 000,Prywatny sprzedawca,3 498 cm3 • 280 KM • Od 14 lat jeden właściciel,2007
Diesel,Manualna,134 000 km,Infiniti,Infiniti Q50 2.2d Premium,Poznań (Wielkopolskie),49 800,,2 143 cm3 • 170 KM • Serwisy.Gwaran.Bezwyp.Szyberdach.Skóra.DriveMode,2014
Benzyna,Automatyczna,143 091 km,Infiniti,Infiniti Q60 2.0t Premium Tech,Konstantynów Łódzki (Łódzkie),94 900,Prywatny sprzedawca,1 991 cm3 • 211 KM • salon PL | wersja Europejska | bezwypadkowy | faktura VAT 23%,2016
Diesel,Automatyczna,114 221 km,Infiniti,Infiniti Q50 2.2d Premium,Kadzidło (Mazowieckie),53 000,Prywatny sprzedawca,"2 143 cm3 • 170 KM • Infiniti Q 50 2,2 D Premium/ niski przebieg/",2014
Benzyna,Automatyczna,56 500 km,Infiniti,Infiniti Q50,Białystok (Podlaskie),105 000,Prywatny sprzedawca,2 997 cm3 • 405 KM • Infiniti Q50s 3.0T Twin Turbo Signature 386KM,2019
Diesel,Automatyczna,93 551 km,Infiniti,Infiniti QX70 3.0d S Premium,Nowe Tłoki (Wielkopolskie),98 000,Prywatny sprzedawca,"2 993 cm3 • 238 KM • Infiniti QX70S 3.0D polski salon, stan perfekcyjny",2016
Hybryda,Automatyczna,103 000 km,Infiniti,Infiniti Q50 Q50S Hybrid Sport Tech AWD,Gniezno (Wielkopolskie),112 000,Prywatny sprzedawca,3 498 cm3 • 306 KM • Infiniti Q50S Hybryda Salon Polska,2016
Benzyna,Automatyczna,192 000 km,Infiniti,Infiniti Q60 3.0t AWD Sport Tech,Gorzów Wielkopolski (Lubuskie),109 900,Prywatny sprzedawca,2 997 cm3 • 405 KM • Infiniti Q60S 405KM salon polska pierwszy wlasciciel bezwypadkowy,2017
Benzyna+LPG,Automatyczna,171 000 km,Infiniti,Infiniti Q50,Mielec (Podkarpackie),81 499,Prywatny sprzedawca,2 997 cm3 • 405 KM • INFINITI Q50 super stan,2015
Benzyna+LPG,Automatyczna,110 000 km,Infiniti,Infiniti QX70 3.7 S Premium,Warszawa (Mazowieckie),115 000,Prywatny sprzedawca,3 696 cm3 • 320 KM • Infiniti QX70S Premium Polski Salon Faktura VAT,2017
Benzyna,Automatyczna,29 000 km,Infiniti,Infiniti Q60 3.0t AWD Sport Tech,Poznań (Wielkopolskie),138 500,Prywatny sprzedawca,2 997 cm3 • 405 KM • Salon Polska/fabryczny lakier/serwis/najbogatsze wyposazenie,2018
Diesel,Automatyczna,277 000 km,Infiniti,Infiniti M M30d S Premium,Karczew (Mazowieckie),41 900,Prywatny sprzedawca,2 993 cm3 • 238 KM • INFINITI M30DS Premium - pełne wyposażenie,2011
Hybryda,Automatyczna,157 200 km,Infiniti,Infiniti Q70 Hybrid Premium Tech,Wrocław (Dolnośląskie),83 000,Prywatny sprzedawca,3 498 cm3 • 306 KM • Infiniti Q70 Hybrid Premium Tech salon Polska,2015
Diesel,Automatyczna,295 000 km,Infiniti,Infiniti FX FX30d S,Suchy Las (Wielkopolskie),68 880,Prywatny sprzedawca,2 993 cm3 • 238 KM • Infinity FX 30d S - dobrze wyposażony,2010
Elektryczny,Automatyczna,3 900 km,Inny,Inny Inny,Nadarzyn (Mazowieckie),71 000,Prywatny sprzedawca,"13 KM • Baw Pony elektryczny microcar. Pierwszy właściciel, kat.L7e-B1",2023
Benzyna,Manualna,100 000 km,Inny,Inny Inny,Kłodzko (Dolnośląskie),125 000,Prywatny sprzedawca,"4 200 cm3 • 340 KM • Samochód terenowy EVO-4 V8 4,2",1999
Diesel,Manualna,77 500 km,Inny,Inny Inny,Busko-Zdrój (Świętokrzyskie),24 900,Prywatny sprzedawca,2 112 cm3 • 64 KM • Mahindra Thar CJ 540 Jeep,1989
Benzyna+LPG,Automatyczna,115 000 km,Inny,Inny Inny,Kraków (Małopolskie),14 900,Prywatny sprzedawca,2 362 cm3 • 158 KM • Scion tc Toyota,2007
Benzyna,Manualna,69 465 km,Inny,Inny Inny,Lublin (Lubelskie),55 000,Prywatny sprzedawca,"1 000 cm3 • 41 KM • NSU Prinz 1000 S 1967 r. zabytek, klasyk",1967
Benzyna,Automatyczna,54 000 km,Inny,Inny Inny,Wilczyna (Wielkopolskie),19 900,,1 100 cm3 • 33 KM • DAF 66 Super Luxe - 1975- unikalny,1975
Diesel,Automatyczna,62 000 km,Inny,Inny Inny,Kraków (Małopolskie),649 000,Prywatny sprzedawca,3 000 cm3 • 400 KM • Jeep Wrangler Apocalypse 6x6,2020
Elektryczny,Automatyczna,26 km,Inny,Inny Inny,Częstochowa (Śląskie),13 999,,15 KM • L7e Kat B1 od 16 lat ! ABS Airbag Prędkość 85 km/h Zasięg 255km,2023
Elektryczny,Automatyczna,87 000 km,Inny,Inny Inny,Suchedniów (Świętokrzyskie),12 700,Prywatny sprzedawca,"3 KM • Ecabino-mini samochód elektryczny,.",2020
Benzyna,Manualna,100 000 km,Inny,Inny Inny,Otyń (Lubuskie),21 900,Prywatny sprzedawca,1 500 cm3 • 20 KM • Rosengard 1922 cabrio zabytek,1922
Elektryczny,Automatyczna,7 500 km,Inny,Inny Inny,Radziejowice (Mazowieckie),10 000,Prywatny sprzedawca,35 KM • Bluecar,2015
Benzyna,Manualna,144 000 km,Inny,Inny Inny,Brodnica (Kujawsko-pomorskie),14 900,Prywatny sprzedawca,"1 332 cm3 • 95 KM • 1,3b klima central 5drzwi super stan!",2008
Benzyna,Manualna,99 999 km,Inny,Inny Inny,Wschowa (Lubuskie),23 500,Prywatny sprzedawca,1 500 cm3 • 40 KM • LANCHESTER / oryginalny stan,1928
Benzyna,Manualna,85 000 km,Inny,Inny Inny,Świdnica (Dolnośląskie),110 000,Prywatny sprzedawca,1 700 cm3 • 75 KM • Matra 530,1972
Diesel,Manualna,284 700 km,Inny,Inny Inny,Bukowice (Dolnośląskie),2 950,,1 400 cm3 • 11 KM • Skoda Fabia,2003
Benzyna,Automatyczna,1 400 km,Inny,Inny Inny,Blizanów (Wielkopolskie),91 000,Prywatny sprzedawca,899 cm3 • 20 KM • CANAM Maverick X3 2021 3200km,2021
Elektryczny,Automatyczna,6 050 km,Inny,Inny Inny,Gorzów Wielkopolski (Lubuskie),46 000,Prywatny sprzedawca,15 KM • Zhidou L 7 E Kat B 1 Od 16 Lat ELEKTRYK ostatnie autko,2019
Benzyna,Manualna,55 555 km,Inny,Inny Inny,Poznań (Wielkopolskie),45 000,Prywatny sprzedawca,"1 954 cm3 • 101 KM • Spartan Roadster 2.0 kabriolet, zabytkowy (żółte tablice)",1980
